testdate,expression,movement,quality,benchmarkpct,player_id
29/07/2024,isometric,upper body,grapple,0.286,22
18/08/2024,isometric,jump,pre-load,0.7305,10
21/08/2024,isometric,upper body,pull,88.5,7
27/08/2024,dynamic,sprint,acceleration,0.428,22
31/08/2024,dynamic,agility,deceleration,0.9,22
15/09/2024,dynamic,jump,land,0.6495,10
17/09/2024,dynamic,upper body,push,0.494,7
18/09/2024,dynamic,jump,take off,0.7155,7
19/09/2024,isometric,jump,land,0.426,22
25/09/2024,dynamic,sprint,max velocity,0.694,7
30/09/2024,dynamic,sprint,max velocity,0.702,22
10/10/2024,dynamic,upper body,push,0.498,7
10/10/2024,dynamic,sprint,max velocity,0.67,22
16/10/2024,isometric,agility,rotate,0.6595,7
26/10/2024,dynamic,jump,land,0.666,10
30/10/2024,isometric,jump,take off,0.444,7
06/11/2024,isometric,sprint,max velocity,0.68,7
18/11/2024,dynamic,agility,acceleration,0.47,10
24/11/2024,isometric,jump,pre-load,0.799,7
02/12/2024,isometric,jump,land,0.42,10
12/12/2024,dynamic,upper body,pull,0.876,7
17/12/2024,dynamic,jump,land,0.728,22
18/12/2024,isometric,sprint,max velocity,0.685,22
22/12/2024,dynamic,agility,deceleration,0.876,7
23/12/2024,dynamic,sprint,acceleration,0.498,7
25/12/2024,isometric,upper body,push,0.876,7
28/12/2024,isometric,agility,rotate,0.6705,22
03/01/2025,dynamic,upper body,push,0.498,7
19/01/2025,isometric,agility,acceleration,0.7475,22
26/01/2025,isometric,sprint,max velocity,0.749,10
27/01/2025,isometric,upper body,grapple,0.6675,22
30/01/2025,isometric,agility,rotate,0.6445,22
11/02/2025,dynamic,jump,take off,0.68,10
27/02/2025,isometric,agility,acceleration,0.79,22
04/03/2025,dynamic,sprint,acceleration,0.495,7
05/07/2023,dynamic,upper body,push,0.32,7
06/07/2023,isometric,sprint,max velocity,104.9,22
12/07/2023,isometric,upper body,grapple,90.9,7
18/07/2023,isometric,sprint,max velocity,98.1,22
30/07/2023,dynamic,agility,acceleration,0.395,7
03/08/2023,isometric,jump,take off,95.5,7
07/08/2023,isometric,jump,pre-load,103.6,22
16/08/2023,dynamic,jump,land,0.69,7
30/08/2023,isometric,upper body,push,87.6,22
04/09/2023,isometric,jump,pre-load,0.52,7
06/09/2023,isometric,agility,rotate,108.7,7
26/09/2023,dynamic,jump,pre-load,0.49,10
29/09/2023,dynamic,jump,pre-load,0.487,10
03/10/2023,isometric,upper body,pull,70.1,22
14/10/2023,isometric,upper body,push,98.6,10
22/10/2023,isometric,upper body,grapple,81.3,22
26/10/2023,dynamic,jump,take off,0.6955,10
28/10/2023,isometric,jump,take off,85.1,7
29/10/2023,dynamic,upper body,push,0.4305,22
19/11/2023,isometric,agility,rotate,95.7,22
23/11/2023,dynamic,upper body,push,0.4305,7
17/12/2023,dynamic,jump,land,0.68,22
21/12/2023,dynamic,jump,land,0.674,22
19/01/2024,isometric,sprint,max velocity,95.6,10
02/02/2024,dynamic,upper body,pull,0.899,22
02/02/2024,isometric,sprint,max velocity,96.1,7
10/02/2024,isometric,upper body,grapple,76.1,10
19/02/2024,dynamic,jump,pre-load,0.476,10
14/03/2024,isometric,upper body,grapple,104.5,7
17/03/2024,dynamic,jump,land,0.668,7
25/03/2024,isometric,upper body,push,0.704,10
28/03/2024,isometric,agility,acceleration,0.52,22
09/04/2024,isometric,agility,rotate,81.0,10
07/05/2024,isometric,upper body,grapple,82.3,7
20/05/2024,dynamic,jump,take off,0.62,10
25/05/2024,isometric,jump,land,96.4,7
31/05/2024,isometric,agility,deceleration,1.1365,10
01/06/2024,dynamic,jump,land,0.664,22
04/06/2024,dynamic,agility,acceleration,0.43,10
09/06/2024,dynamic,upper body,pull,0.876,10
10/06/2024,dynamic,jump,pre-load,0.4655,7
18/06/2024,isometric,jump,pre-load,0.49,7
21/06/2024,dynamic,agility,acceleration,0.436,7
29/06/2024,isometric,sprint,acceleration,0.49,10
11/07/2024,isometric,jump,land,0.42,22
17/07/2024,isometric,upper body,push,0.922,7
18/07/2024,isometric,jump,pre-load,0.685,7
23/07/2024,isometric,jump,land,0.39,10
07/08/2024,isometric,upper body,pull,87.1,7
13/09/2024,isometric,jump,land,0.368,22
13/09/2024,isometric,upper body,push,0.936,22
20/09/2024,isometric,agility,deceleration,0.869,7
22/09/2024,isometric,jump,pre-load,0.72,7
25/09/2024,dynamic,sprint,acceleration,0.494,10
25/09/2024,isometric,sprint,max velocity,0.6975,22
30/09/2024,isometric,upper body,pull,93.1,22
18/10/2024,isometric,sprint,acceleration,0.72,7
26/10/2024,isometric,jump,take off,0.444,10
31/10/2024,isometric,upper body,push,0.936,22
12/11/2024,isometric,agility,deceleration,0.866,22
15/11/2024,isometric,sprint,acceleration,0.7515,10
20/11/2024,dynamic,jump,pre-load,0.57,10
22/11/2024,dynamic,agility,acceleration,0.47,22
02/12/2024,dynamic,sprint,acceleration,0.498,22
06/12/2024,isometric,agility,acceleration,0.796,10
08/12/2024,isometric,sprint,max velocity,0.685,22
09/12/2024,dynamic,agility,deceleration,0.876,7
09/12/2024,dynamic,sprint,max velocity,0.662,7
25/12/2024,isometric,agility,deceleration,0.9155,10
17/01/2025,dynamic,sprint,acceleration,0.5,10
21/01/2025,dynamic,sprint,acceleration,0.5,10
15/02/2025,dynamic,jump,take off,0.68,7
03/03/2025,dynamic,jump,take off,0.6895,22
04/03/2025,isometric,agility,acceleration,0.787,7
05/03/2025,dynamic,agility,deceleration,0.88,22
07/07/2023,dynamic,agility,acceleration,0.32,7
10/07/2023,isometric,agility,rotate,68.4,22
11/07/2023,isometric,jump,take off,92.8,7
17/07/2023,dynamic,jump,take off,0.74,10
23/07/2023,dynamic,agility,deceleration,0.8525,7
01/08/2023,isometric,sprint,acceleration,92.2,22
02/08/2023,dynamic,agility,deceleration,0.8525,7
07/08/2023,isometric,agility,acceleration,84.9,7
07/08/2023,dynamic,sprint,max velocity,0.67,7
15/08/2023,dynamic,jump,land,0.69,10
22/08/2023,isometric,agility,deceleration,1.0395,7
27/08/2023,isometric,sprint,max velocity,69.3,10
31/08/2023,isometric,jump,pre-load,0.52,10
07/09/2023,isometric,upper body,grapple,87.9,7
09/09/2023,isometric,upper body,grapple,89.6,7
13/09/2023,isometric,upper body,pull,86.3,7
16/09/2023,isometric,agility,deceleration,1.0395,22
18/09/2023,isometric,sprint,max velocity,71.6,7
25/09/2023,dynamic,upper body,push,0.4305,10
02/10/2023,isometric,jump,pre-load,0.52,7
09/10/2023,isometric,agility,rotate,105.9,22
29/10/2023,dynamic,agility,deceleration,0.871,7
11/11/2023,isometric,agility,acceleration,0.52,22
13/11/2023,dynamic,upper body,push,0.43,22
15/11/2023,dynamic,agility,deceleration,0.871,7
26/11/2023,isometric,agility,rotate,83.6,10
01/12/2023,isometric,upper body,grapple,87.8,22
01/12/2023,dynamic,agility,deceleration,0.87,7
18/12/2023,isometric,jump,take off,65.9,7
19/12/2023,isometric,sprint,max velocity,105.9,10
25/12/2023,isometric,upper body,grapple,85.3,22
28/12/2023,isometric,upper body,pull,91.0,22
01/01/2024,dynamic,jump,pre-load,0.484,7
02/01/2024,isometric,jump,pre-load,0.52,7
04/01/2024,isometric,agility,deceleration,1.112,10
10/01/2024,dynamic,agility,acceleration,0.43,10
15/01/2024,dynamic,agility,acceleration,0.43,22
22/01/2024,isometric,jump,take off,101.2,22
23/01/2024,dynamic,agility,deceleration,0.879,7
27/01/2024,dynamic,upper body,pull,0.879,22
27/01/2024,dynamic,agility,deceleration,0.879,10
28/01/2024,isometric,agility,rotate,83.2,10
01/02/2024,isometric,upper body,push,0.772,7
04/02/2024,isometric,jump,take off,99.6,10
05/02/2024,dynamic,jump,pre-load,0.53,10
11/02/2024,dynamic,sprint,acceleration,0.4345,10
17/02/2024,dynamic,upper body,pull,0.89,10
18/02/2024,dynamic,jump,pre-load,0.476,7
18/02/2024,isometric,agility,deceleration,1.148,7
26/02/2024,isometric,upper body,push,0.704,22
26/02/2024,dynamic,sprint,max velocity,0.637,10
05/03/2024,isometric,sprint,max velocity,69.4,22
09/03/2024,isometric,upper body,push,0.704,7
15/03/2024,isometric,upper body,grapple,95.5,7
16/03/2024,dynamic,sprint,max velocity,0.637,7
20/03/2024,isometric,upper body,push,0.704,7
21/03/2024,isometric,upper body,pull,105.7,7
22/03/2024,dynamic,jump,take off,0.6525,7
26/03/2024,dynamic,sprint,acceleration,0.4445,7
24/04/2024,isometric,jump,take off,84.2,10
25/04/2024,dynamic,sprint,max velocity,0.628,22
26/04/2024,dynamic,upper body,pull,0.89,7
06/06/2024,isometric,sprint,acceleration,0.49,10
08/06/2024,dynamic,agility,acceleration,0.43,10
11/06/2024,dynamic,jump,take off,0.62,22
13/06/2024,dynamic,upper body,push,0.43,7
18/06/2024,dynamic,upper body,pull,0.89,22
18/06/2024,dynamic,sprint,acceleration,0.43,7
24/06/2024,isometric,sprint,acceleration,0.49,10
26/06/2024,dynamic,agility,deceleration,0.89,10
02/07/2024,isometric,agility,acceleration,0.46,10
05/07/2024,isometric,jump,take off,0.1,10
06/07/2024,dynamic,jump,land,0.652,22
16/07/2024,isometric,jump,land,0.3975,7
28/07/2024,isometric,agility,rotate,0.278,7
13/08/2024,isometric,upper body,pull,101.2,22
02/09/2024,isometric,agility,rotate,0.6405,7
03/09/2024,isometric,jump,take off,0.33,10
04/09/2024,isometric,sprint,acceleration,0.729,7
16/09/2024,dynamic,jump,land,0.6495,10
20/09/2024,dynamic,jump,take off,0.7055,22
28/09/2024,isometric,jump,pre-load,0.72,7
29/09/2024,isometric,jump,pre-load,0.72,22
16/10/2024,isometric,jump,take off,0.426,7
03/11/2024,dynamic,agility,acceleration,0.486,10
05/11/2024,isometric,upper body,grapple,0.6795,22
08/11/2024,isometric,agility,deceleration,0.866,7
10/11/2024,isometric,agility,deceleration,0.866,10
20/11/2024,isometric,agility,rotate,0.6895,22
04/12/2024,dynamic,upper body,push,0.498,22
06/12/2024,dynamic,upper body,pull,0.876,7
25/12/2024,dynamic,sprint,max velocity,0.6645,7
28/12/2024,isometric,jump,land,0.42,7
31/12/2024,dynamic,sprint,acceleration,0.498,10
03/01/2025,dynamic,upper body,pull,0.856,7
04/01/2025,isometric,agility,deceleration,0.92,22
05/01/2025,isometric,agility,rotate,0.6705,22
09/01/2025,isometric,agility,acceleration,0.79,7
18/01/2025,dynamic,agility,acceleration,0.5,7
07/02/2025,isometric,upper body,push,0.96,22
12/02/2025,isometric,sprint,max velocity,0.728,10
27/02/2025,isometric,jump,land,0.3955,7
02/03/2025,dynamic,agility,acceleration,0.495,7
05/03/2025,isometric,upper body,grapple,0.6385,22
12/03/2025,dynamic,agility,acceleration,0.49,7
06/07/2023,isometric,jump,take off,108.3,10
11/07/2023,isometric,jump,land,87.5,22
25/07/2023,isometric,upper body,grapple,86.6,7
03/08/2023,dynamic,upper body,push,0.39,22
06/08/2023,dynamic,upper body,push,0.39,7
07/08/2023,dynamic,jump,take off,0.7365,7
15/08/2023,isometric,upper body,push,81.0,7
20/08/2023,dynamic,jump,pre-load,0.516,10
24/08/2023,isometric,upper body,grapple,84.9,10
29/08/2023,dynamic,agility,acceleration,0.388,22
29/08/2023,dynamic,sprint,acceleration,0.388,7
08/09/2023,dynamic,agility,acceleration,0.388,7
12/09/2023,dynamic,upper body,pull,0.877,10
13/09/2023,isometric,jump,take off,81.8,7
01/10/2023,isometric,agility,acceleration,0.52,10
11/10/2023,dynamic,sprint,acceleration,0.4305,7
16/10/2023,dynamic,agility,acceleration,0.4305,22
17/10/2023,isometric,jump,take off,81.0,7
18/10/2023,dynamic,agility,deceleration,0.871,7
25/10/2023,isometric,upper body,pull,102.0,10
29/10/2023,isometric,agility,acceleration,0.52,7
02/11/2023,dynamic,upper body,push,0.4305,7
05/11/2023,dynamic,upper body,pull,0.871,10
06/11/2023,isometric,agility,rotate,82.1,22
09/11/2023,isometric,upper body,pull,92.6,22
18/11/2023,isometric,agility,rotate,90.4,10
17/12/2023,dynamic,sprint,acceleration,0.43,10
22/12/2023,isometric,agility,deceleration,1.112,10
25/12/2023,dynamic,upper body,pull,0.87,10
25/12/2023,dynamic,sprint,acceleration,0.43,10
26/12/2023,isometric,sprint,acceleration,0.52,22
27/12/2023,isometric,upper body,push,0.664,22
27/12/2023,dynamic,sprint,max velocity,0.634,10
31/12/2023,isometric,upper body,pull,105.0,7
01/01/2024,dynamic,jump,land,0.674,10
23/01/2024,dynamic,sprint,acceleration,0.4345,7
24/01/2024,isometric,agility,acceleration,0.52,10
08/02/2024,isometric,upper body,push,0.772,10
10/02/2024,isometric,jump,take off,85.0,22
22/02/2024,isometric,agility,acceleration,0.52,7
27/02/2024,isometric,agility,deceleration,1.148,7
02/03/2024,dynamic,agility,deceleration,0.89,22
08/03/2024,dynamic,agility,acceleration,0.4445,22
11/03/2024,isometric,upper body,grapple,93.8,22
17/03/2024,dynamic,sprint,acceleration,0.4445,22
30/03/2024,isometric,upper body,grapple,97.9,7
31/03/2024,isometric,jump,pre-load,0.52,7
13/04/2024,dynamic,upper body,pull,0.89,10
19/04/2024,isometric,jump,pre-load,0.52,10
20/04/2024,isometric,agility,deceleration,1.1365,22
28/04/2024,isometric,agility,acceleration,0.52,22
09/05/2024,isometric,jump,land,104.9,22
14/05/2024,isometric,upper body,pull,84.8,10
14/05/2024,isometric,upper body,push,0.704,10
16/05/2024,dynamic,jump,pre-load,0.483,10
18/05/2024,isometric,jump,pre-load,0.49,10
28/05/2024,dynamic,agility,acceleration,0.43,10
18/06/2024,dynamic,sprint,max velocity,0.625,10
24/06/2024,isometric,jump,pre-load,0.49,10
28/06/2024,isometric,upper body,pull,83.8,22
06/07/2024,dynamic,upper body,pull,0.89,22
06/07/2024,isometric,sprint,acceleration,0.46,22
17/07/2024,isometric,agility,acceleration,0.685,22
22/07/2024,dynamic,agility,deceleration,0.855,10
25/08/2024,dynamic,sprint,acceleration,0.428,7
01/09/2024,dynamic,sprint,max velocity,0.6795,10
05/09/2024,isometric,sprint,acceleration,0.7275,7
07/09/2024,isometric,upper body,grapple,0.6315,22
12/09/2024,isometric,agility,rotate,0.6315,10
24/09/2024,dynamic,agility,acceleration,0.494,22
27/09/2024,isometric,jump,land,0.426,10
28/09/2024,isometric,upper body,pull,79.4,22
29/09/2024,dynamic,upper body,pull,0.896,7
30/09/2024,dynamic,jump,land,0.648,7
05/10/2024,dynamic,jump,land,0.648,7
06/10/2024,isometric,agility,acceleration,0.6925,10
10/11/2024,isometric,jump,land,0.39,7
26/11/2024,dynamic,jump,take off,0.69,10
27/11/2024,dynamic,upper body,pull,0.88,7
28/11/2024,dynamic,upper body,push,0.47,7
01/12/2024,isometric,sprint,acceleration,0.79,10
02/12/2024,isometric,upper body,pull,112.4,10
03/12/2024,dynamic,sprint,max velocity,0.662,7
11/12/2024,isometric,jump,take off,0.4,10
14/12/2024,dynamic,sprint,max velocity,0.658,7
20/12/2024,isometric,sprint,acceleration,0.796,10
05/01/2025,isometric,jump,pre-load,0.79,22
07/01/2025,isometric,jump,pre-load,0.79,22
16/01/2025,dynamic,upper body,push,0.5,22
03/02/2025,isometric,sprint,max velocity,0.749,22
05/02/2025,isometric,upper body,pull,0.8125,22
22/02/2025,dynamic,upper body,push,0.495,7
17/07/2023,isometric,agility,acceleration,103.8,22
20/07/2023,dynamic,sprint,acceleration,0.33,22
04/08/2023,dynamic,sprint,acceleration,0.39,22
31/08/2023,isometric,agility,acceleration,0.52,22
15/09/2023,dynamic,sprint,max velocity,0.5845,10
21/09/2023,isometric,jump,land,89.6,7
22/09/2023,dynamic,agility,acceleration,0.4305,22
25/09/2023,isometric,upper body,grapple,109.3,22
05/10/2023,isometric,jump,take off,89.0,22
10/10/2023,isometric,agility,acceleration,0.52,7
13/10/2023,dynamic,upper body,pull,0.871,10
15/10/2023,dynamic,agility,acceleration,0.4305,7
20/10/2023,isometric,upper body,push,0.67,10
23/10/2023,isometric,agility,acceleration,0.52,22
27/10/2023,isometric,sprint,acceleration,0.52,22
13/11/2023,dynamic,upper body,pull,0.871,7
21/11/2023,isometric,jump,pre-load,0.52,7
22/11/2023,isometric,upper body,pull,97.2,10
27/11/2023,isometric,jump,take off,90.1,10
06/12/2023,isometric,upper body,push,0.664,7
06/12/2023,isometric,sprint,acceleration,0.52,10
13/12/2023,dynamic,agility,acceleration,0.43,7
19/12/2023,isometric,jump,land,94.0,10
23/12/2023,dynamic,agility,acceleration,0.43,7
28/12/2023,isometric,jump,land,92.9,7
28/12/2023,dynamic,sprint,acceleration,0.426,7
28/12/2023,isometric,sprint,max velocity,85.8,10
10/01/2024,isometric,sprint,acceleration,0.52,10
11/01/2024,isometric,upper body,push,0.687,10
02/02/2024,dynamic,jump,take off,0.64,7
03/02/2024,isometric,upper body,pull,100.9,10
04/02/2024,dynamic,sprint,max velocity,0.646,10
08/02/2024,isometric,jump,pre-load,0.52,7
12/02/2024,isometric,agility,acceleration,0.52,22
13/02/2024,isometric,sprint,max velocity,97.2,7
29/02/2024,dynamic,jump,land,0.668,10
13/03/2024,dynamic,jump,pre-load,0.524,7
29/03/2024,isometric,agility,acceleration,0.52,22
30/03/2024,isometric,agility,deceleration,1.138,7
04/04/2024,isometric,upper body,grapple,100.3,10
15/04/2024,isometric,agility,deceleration,1.1365,22
18/04/2024,dynamic,upper body,push,0.43,10
21/04/2024,dynamic,jump,land,0.655,22
01/05/2024,isometric,agility,deceleration,1.1365,22
06/05/2024,dynamic,sprint,max velocity,0.628,7
10/05/2024,dynamic,upper body,push,0.43,7
13/05/2024,dynamic,agility,deceleration,0.876,10
18/05/2024,dynamic,jump,pre-load,0.4555,7
19/05/2024,dynamic,jump,pre-load,0.4555,7
19/05/2024,dynamic,upper body,push,0.43,22
23/05/2024,dynamic,upper body,pull,0.876,7
26/05/2024,isometric,upper body,pull,93.2,22
27/05/2024,dynamic,upper body,pull,0.876,22
12/06/2024,isometric,agility,acceleration,0.49,22
12/06/2024,dynamic,agility,deceleration,0.876,10
13/06/2024,isometric,sprint,acceleration,0.49,10
25/06/2024,dynamic,jump,pre-load,0.4655,10
30/06/2024,dynamic,jump,land,0.723,22
05/07/2024,isometric,agility,rotate,80.9,10
20/07/2024,isometric,upper body,grapple,0.278,10
25/07/2024,dynamic,jump,pre-load,0.466,7
12/08/2024,dynamic,upper body,pull,0.852,10
21/08/2024,isometric,jump,land,0.363,10
28/08/2024,dynamic,jump,land,0.641,22
04/09/2024,dynamic,upper body,pull,0.9,22
06/09/2024,isometric,agility,rotate,0.6315,22
10/09/2024,isometric,jump,pre-load,0.7275,22
12/09/2024,dynamic,upper body,pull,0.9,22
15/09/2024,isometric,agility,acceleration,0.7275,22
19/09/2024,isometric,sprint,max velocity,0.6975,10
21/09/2024,dynamic,sprint,max velocity,0.6765,22
07/10/2024,dynamic,agility,deceleration,0.896,22
20/10/2024,dynamic,jump,land,0.666,7
31/10/2024,dynamic,sprint,acceleration,0.486,10
02/11/2024,isometric,sprint,max velocity,0.68,10
04/11/2024,dynamic,agility,acceleration,0.486,10
12/11/2024,isometric,sprint,max velocity,0.6325,22
18/11/2024,dynamic,sprint,max velocity,0.6635,22
19/11/2024,isometric,agility,rotate,0.6895,22
26/11/2024,dynamic,sprint,max velocity,0.662,7
06/12/2024,dynamic,jump,pre-load,0.557,22
06/12/2024,isometric,sprint,max velocity,0.685,7
16/12/2024,dynamic,jump,pre-load,0.557,10
24/12/2024,isometric,upper body,pull,0.46,22
25/12/2024,dynamic,jump,pre-load,0.5305,7
25/12/2024,isometric,sprint,acceleration,0.79,7
27/12/2024,isometric,agility,acceleration,0.79,22
29/12/2024,isometric,upper body,push,0.876,10
06/01/2025,isometric,sprint,max velocity,0.664,10
09/01/2025,dynamic,jump,land,0.7365,10
22/01/2025,isometric,jump,pre-load,0.7475,7
22/01/2025,isometric,agility,deceleration,0.955,7
28/01/2025,dynamic,jump,take off,0.69,7
29/01/2025,isometric,sprint,max velocity,0.749,7
30/01/2025,dynamic,jump,pre-load,0.53,10
24/02/2025,isometric,agility,deceleration,0.96,22
10/03/2025,isometric,jump,land,0.3955,7
02/07/2023,dynamic,agility,deceleration,0.842,7
12/07/2023,dynamic,jump,pre-load,0.662,10
14/07/2023,isometric,agility,acceleration,107.1,22
18/07/2023,isometric,upper body,pull,87.4,22
21/07/2023,dynamic,upper body,pull,0.8525,10
13/08/2023,isometric,agility,acceleration,93.6,10
21/08/2023,isometric,jump,land,96.4,22
02/09/2023,isometric,jump,take off,93.6,7
10/09/2023,dynamic,upper body,push,0.388,22
11/09/2023,isometric,agility,acceleration,0.52,10
12/09/2023,isometric,upper body,grapple,99.2,7
18/09/2023,isometric,sprint,acceleration,0.52,7
20/09/2023,isometric,agility,rotate,100.7,10
30/09/2023,dynamic,jump,take off,0.711,10
08/10/2023,dynamic,jump,land,0.6615,10
08/10/2023,isometric,upper body,pull,87.8,22
10/10/2023,isometric,jump,land,106.3,22
11/10/2023,isometric,sprint,acceleration,0.52,7
13/10/2023,isometric,jump,land,87.3,10
15/10/2023,isometric,sprint,max velocity,93.4,7
19/10/2023,dynamic,jump,land,0.6615,7
20/10/2023,isometric,sprint,acceleration,0.52,7
24/10/2023,isometric,agility,acceleration,0.52,7
01/11/2023,dynamic,sprint,acceleration,0.4305,10
03/11/2023,isometric,agility,rotate,86.1,7
10/11/2023,isometric,jump,pre-load,0.52,10
12/12/2023,isometric,upper body,push,0.664,10
16/12/2023,dynamic,upper body,pull,0.87,22
17/12/2023,isometric,jump,take off,83.3,10
18/12/2023,dynamic,upper body,push,0.43,22
